,AUC_ROC,AUC_prec_rec,F1_score,accuracy,jaccard_index,precision,sensitivity,specificity
1,0.8014532838666681,0.5525480422754634,0.4731785736777108,0.8812391493055556,0.8812391493055556,0.3753431121412245,0.6905277119930358,0.9123788557403005
